player,comp,round,date,venue,opp,pos,min,type,assisted,time_class,assist,solo,year,month,day,dayofweek,dayofyear,weekofyear,quarter,goal
messi,Copa del Rey,Round of 16,2020-01-30,H,CD Leganés,RW ,59,Left-footed shot,Frenkie de Jong,secound_half,Frenkie de Jong,assisted,2020,1,30,4,30,5,1,1
messi,Copa del Rey,Round of 16,2020-01-30,H,CD Leganés,,89,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2020,1,30,4,30,5,1,1
messi,LaLiga,25,2020-02-22,H,SD Eibar  ,SS ,14,Left-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2020,2,22,6,53,8,1,1
messi,LaLiga,25,2020-02-22,H,SD Eibar  ,,37,Left-footed shot,Arturo Vidal,first_half,Arturo Vidal,assisted,2020,2,22,6,53,8,1,1
messi,LaLiga,25,2020-02-22,H,SD Eibar  ,,40,Left-footed shot,,first_half,0,solo,2020,2,22,6,53,8,1,1
messi,LaLiga,25,2020-02-22,H,SD Eibar  ,,87,Left-footed shot,,secound_half,0,solo,2020,2,22,6,53,8,1,1
messi,LaLiga,27,2020-03-07,H,Real Sociedad  ,CF ,81,Penalty,,secound_half,0,solo,2020,3,7,6,67,10,1,1
messi,LaLiga,28,2020-06-13,A,RCD Mallorca  ,RW ,903,Right-footed shot,Luis Suárez,extra_time,Luis Suárez,assisted,2020,6,13,6,165,24,2,1
messi,LaLiga,29,2020-06-16,H,CD Leganés  ,RW ,69,Penalty,,secound_half,0,solo,2020,6,16,2,168,25,2,1
messi,LaLiga,33,2020-06-30,H,Atlético Madrid  ,SS ,50,Penalty,,secound_half,0,solo,2020,6,30,2,182,27,2,1
messi,LaLiga,37,2020-07-16,H,CA Osasuna  ,RW ,62,Direct free kick,,secound_half,0,solo,2020,7,16,4,198,29,3,1
messi,LaLiga,38,2020-07-19,A,Alavés  ,RW ,34,Left-footed shot,Riqui Puig,first_half,Riqui Puig,assisted,2020,7,19,7,201,29,3,1
messi,LaLiga,38,2020-07-19,A,Alavés  ,,75,Left-footed shot,Jordi Alba,secound_half,Jordi Alba,assisted,2020,7,19,7,201,29,3,1
messi,Champions League,last 16,2020-08-08,H,SSC Napoli,SS ,23,Left-footed shot,,first_half,0,solo,2020,8,8,6,221,32,3,1
messi,LaLiga,3,2020-09-27,H,Villarreal  ,CF ,35,Penalty,,first_half,0,solo,2020,9,27,7,271,39,3,1
messi,Champions League,Group Stage,2020-10-20,H,Ferencváros,CF ,27,Penalty,,first_half,0,solo,2020,10,20,2,294,43,4,1
messi,Champions League,Group Stage,2020-10-28,A,Juventus,CF ,901,Penalty,,extra_time,0,solo,2020,10,28,3,302,44,4,1
messi,Champions League,Group Stage,2020-11-04,H,Dynamo Kyiv,RW ,5,Penalty,,first_half,0,solo,2020,11,4,3,309,45,4,1
messi,LaLiga,9,2020-11-07,H,Real Betis  ,SS,61,Penalty,,secound_half,0,solo,2020,11,7,6,312,45,4,1
messi,LaLiga,9,2020-11-07,H,Real Betis  ,,82,Left-footed shot,Sergi Roberto,secound_half,Sergi Roberto,assisted,2020,11,7,6,312,45,4,1
messi,LaLiga,11,2020-11-29,H,CA Osasuna  ,RW ,73,Left-footed shot,Trincão,secound_half,Trincão,assisted,2020,11,29,7,334,48,4,1
messi,LaLiga,13,2020-12-13,H,Levante  ,CF ,76,Left-footed shot,Frenkie de Jong,secound_half,Frenkie de Jong,assisted,2020,12,13,7,348,50,4,1
messi,LaLiga,14,2020-12-19,H,Valencia  ,CF ,454,Header,,extra_time,0,solo,2020,12,19,6,354,51,4,1
messi,LaLiga,15,2020-12-22,A,Real Valladolid  ,SS ,65,Left-footed shot,Pedri,secound_half,Pedri,assisted,2020,12,22,2,357,52,4,1
