player,comp,round,date,venue,opp,pos,min,type,assisted,time_class,assist,solo,year,month,day,dayofweek,dayofyear,weekofyear,quarter,goal
messi,LaLiga,7,2012-10-07,H,Real Madrid  ,,60,Direct free kick,,secound_half,0,solo,2012,10,7,7,281,40,4,1
messi,LaLiga,8,2012-10-20,A,Dep. La Coruña  ,CF,17,Left-footed shot,Cesc Fàbregas,first_half,Cesc Fàbregas,assisted,2012,10,20,6,294,42,4,1
messi,LaLiga,8,2012-10-20,A,Dep. La Coruña  ,,43,Left-footed shot,Cesc Fàbregas,first_half,Cesc Fàbregas,assisted,2012,10,20,6,294,42,4,1
messi,LaLiga,8,2012-10-20,A,Dep. La Coruña  ,,76,Left-footed shot,Xavi,secound_half,Xavi,assisted,2012,10,20,6,294,42,4,1
messi,LaLiga,9,2012-10-27,A,Rayo Vallecano  ,CF,48,Left-footed shot,Martín Montoya,secound_half,Martín Montoya,assisted,2012,10,27,6,301,43,4,1
messi,LaLiga,9,2012-10-27,A,Rayo Vallecano  ,,89,Right-footed shot,Cesc Fàbregas,secound_half,Cesc Fàbregas,assisted,2012,10,27,6,301,43,4,1
messi,Champions League,Group Stage,2012-11-07,A,Celtic,CF,901,Tap-in,,extra_time,0,solo,2012,11,7,3,312,45,4,1
messi,LaLiga,11,2012-11-11,A,RCD Mallorca  ,CF,43,Left-footed shot,Sergio Busquets,first_half,Sergio Busquets,assisted,2012,11,11,7,316,45,4,1
messi,LaLiga,11,2012-11-11,A,RCD Mallorca  ,,70,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2012,11,11,7,316,45,4,1
messi,LaLiga,12,2012-11-17,H,Real Zaragoza  ,CF,15,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2012,11,17,6,322,46,4,1
messi,LaLiga,12,2012-11-17,H,Real Zaragoza  ,,60,Left-footed shot,Martín Montoya,secound_half,Martín Montoya,assisted,2012,11,17,6,322,46,4,1
messi,Champions League,Group Stage,2012-11-20,A,Spartak Moscow,CF,27,Right-footed shot,,first_half,0,solo,2012,11,20,2,325,47,4,1
messi,Champions League,Group Stage,2012-11-20,A,Spartak Moscow,,39,Left-footed shot,Pedro,first_half,Pedro,assisted,2012,11,20,2,325,47,4,1
messi,LaLiga,13,2012-11-25,A,Levante  ,CF,46,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2012,11,25,7,330,47,4,1
messi,LaLiga,13,2012-11-25,A,Levante  ,,51,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2012,11,25,7,330,47,4,1
messi,LaLiga,14,2012-12-01,H,Athletic  ,CF,24,Left-footed shot,Xavi,first_half,Xavi,assisted,2012,12,1,6,336,48,4,1
messi,LaLiga,14,2012-12-01,H,Athletic  ,,69,Right-footed shot,Pedro,secound_half,Pedro,assisted,2012,12,1,6,336,48,4,1
messi,LaLiga,15,2012-12-09,A,Real Betis  ,CF,16,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2012,12,9,7,344,49,4,1
messi,LaLiga,15,2012-12-09,A,Real Betis  ,,25,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2012,12,9,7,344,49,4,1
messi,Copa del Rey,last 16,2012-12-12,A,Córdoba CF,CF,10,Left-footed shot,David Villa,first_half,David Villa,assisted,2012,12,12,3,347,50,4,1
messi,Copa del Rey,last 16,2012-12-12,A,Córdoba CF,,73,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2012,12,12,3,347,50,4,1
messi,LaLiga,16,2012-12-16,H,Atlético Madrid  ,CF,58,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2012,12,16,7,351,50,4,1
messi,LaLiga,16,2012-12-16,H,Atlético Madrid  ,,88,Left-footed shot,,secound_half,0,solo,2012,12,16,7,351,50,4,1
messi,LaLiga,17,2012-12-22,A,Real Valladolid  ,CF,59,Left-footed shot,Xavi,secound_half,Xavi,assisted,2012,12,22,6,357,51,4,1
messi,LaLiga,18,2013-01-06,H,Espanyol  ,CF,28,Penalty,,first_half,0,solo,2013,1,6,7,6,1,1,1
messi,LaLiga,19,2013-01-13,A,Málaga CF  ,CF,26,Right-footed shot,,first_half,0,solo,2013,1,13,7,13,2,1,1
messi,Copa del Rey,Quarter-Finals,2013-01-16,H,Málaga CF,CF,29,Left-footed shot,,first_half,0,solo,2013,1,16,3,16,3,1,1
messi,LaLiga,20,2013-01-19,A,Real Sociedad  ,CF,6,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2013,1,19,6,19,3,1,1
messi,Copa del Rey,Quarter-Finals,2013-01-24,A,Málaga CF,CF,79,Header,Dani Alves,secound_half,Dani Alves,assisted,2013,1,24,4,24,4,1,1
messi,LaLiga,21,2013-01-27,H,CA Osasuna  ,CF,11,Right-footed shot,Xavi,first_half,Xavi,assisted,2013,1,27,7,27,4,1,1
messi,LaLiga,21,2013-01-27,H,CA Osasuna  ,,28,Penalty,,first_half,0,solo,2013,1,27,7,27,4,1,1
messi,LaLiga,21,2013-01-27,H,CA Osasuna  ,,56,Left-footed shot,David Villa,secound_half,David Villa,assisted,2013,1,27,7,27,4,1,1
messi,LaLiga,21,2013-01-27,H,CA Osasuna  ,,58,Left-footed shot,Adriano,secound_half,Adriano,assisted,2013,1,27,7,27,4,1,1
messi,LaLiga,22,2013-02-03,A,Valencia  ,CF,39,Penalty,,first_half,0,solo,2013,2,3,7,34,5,1,1
messi,LaLiga,23,2013-02-10,H,Getafe  ,CF,13,Left-footed shot,Thiago,first_half,Thiago,assisted,2013,2,10,7,41,6,1,1
messi,LaLiga,24,2013-02-16,A,Granada CF  ,CF,49,Left-footed shot,,secound_half,0,solo,2013,2,16,6,47,7,1,1
messi,LaLiga,24,2013-02-16,A,Granada CF  ,,72,Direct free kick,,secound_half,0,solo,2013,2,16,6,47,7,1,1
messi,LaLiga,25,2013-02-23,H,Sevilla FC  ,CF,60,Left-footed shot,Cristian Tello,secound_half,Cristian Tello,assisted,2013,2,23,6,54,8,1,1
messi,LaLiga,26,2013-03-02,A,Real Madrid  ,CF,18,Left-footed shot,Dani Alves,first_half,Dani Alves,assisted,2013,3,2,6,61,9,1,1
messi,LaLiga,27,2013-03-09,H,Dep. La Coruña  ,CF,88,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2013,3,9,6,68,10,1,1
messi,Champions League,last 16,2013-03-12,H,AC Milan,CF,5,Left-footed shot,Xavi,first_half,Xavi,assisted,2013,3,12,2,71,11,1,1
messi,Champions League,last 16,2013-03-12,H,AC Milan,,40,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2013,3,12,2,71,11,1,1
messi,LaLiga,28,2013-03-17,H,Rayo Vallecano  ,CF,40,Left-footed shot,David Villa,first_half,David Villa,assisted,2013,3,17,7,76,11,1,1
messi,LaLiga,28,2013-03-17,H,Rayo Vallecano  ,,57,Left-footed shot,David Villa,secound_half,David Villa,assisted,2013,3,17,7,76,11,1,1
messi,LaLiga,29,2013-03-30,A,Celta de Vigo  ,CF ,73,Left-footed shot,Cristian Tello,secound_half,Cristian Tello,assisted,2013,3,30,6,89,13,1,1
messi,Champions League,Quarter-Finals,2013-04-02,A,Paris SG,CF,38,Left-footed shot,Dani Alves,first_half,Dani Alves,assisted,2013,4,2,2,92,14,2,1
messi,LaLiga,33,2013-04-27,A,Athletic  ,CF,67,Left-footed shot,Thiago,secound_half,Thiago,assisted,2013,4,27,6,117,17,2,1
messi,LaLiga,34,2013-05-05,H,Real Betis  ,CF,60,Direct free kick,,secound_half,0,solo,2013,5,5,7,125,18,2,1
messi,LaLiga,34,2013-05-05,H,Real Betis  ,,71,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2013,5,5,7,125,18,2,1
messi,LaLiga,1,2013-08-18,H,Levante  ,CF,13,Left-footed shot,Pedro,first_half,Pedro,assisted,2013,8,18,7,230,33,3,1
messi,LaLiga,1,2013-08-18,H,Levante  ,,42,Penalty,,first_half,0,solo,2013,8,18,7,230,33,3,1
messi,LaLiga,3,2013-09-01,A,Valencia  ,CF,11,Left-footed shot,Cesc Fàbregas,first_half,Cesc Fàbregas,assisted,2013,9,1,7,244,35,3,1
messi,LaLiga,3,2013-09-01,A,Valencia  ,,39,Right-footed shot,Cesc Fàbregas,first_half,Cesc Fàbregas,assisted,2013,9,1,7,244,35,3,1
messi,LaLiga,3,2013-09-01,A,Valencia  ,,41,Left-footed shot,Neymar,first_half,Neymar,assisted,2013,9,1,7,244,35,3,1
messi,LaLiga,4,2013-09-14,H,Sevilla FC  ,CF,75,Left-footed shot,Neymar,secound_half,Neymar,assisted,2013,9,14,6,257,37,3,1
messi,Champions League,Group Stage,2013-09-18,H,Ajax,CF,22,Direct free kick,,first_half,0,solo,2013,9,18,3,261,38,3,1
messi,Champions League,Group Stage,2013-09-18,H,Ajax,,55,Left-footed shot,Sergio Busquets,secound_half,Sergio Busquets,assisted,2013,9,18,3,261,38,3,1
messi,Champions League,Group Stage,2013-09-18,H,Ajax,,75,Left-footed shot,Xavi,secound_half,Xavi,assisted,2013,9,18,3,261,38,3,1
messi,LaLiga,6,2013-09-24,H,Real Sociedad  ,CF,8,Header,Neymar,first_half,Neymar,assisted,2013,9,24,2,267,39,3,1
messi,LaLiga,7,2013-09-28,A,UD Almería  ,CF,21,Left-footed shot,Pedro,first_half,Pedro,assisted,2013,9,28,6,271,39,3,1
messi,Champions League,Group Stage,2013-10-22,A,AC Milan,CF,23,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2013,10,22,2,295,43,4,1
messi,Champions League,Group Stage,2013-11-06,H,AC Milan,CF,30,Penalty,,first_half,0,solo,2013,11,6,3,310,45,4,1
messi,Champions League,Group Stage,2013-11-06,H,AC Milan,,83,Left-footed shot,Cesc Fàbregas,secound_half,Cesc Fàbregas,assisted,2013,11,6,3,310,45,4,1
messi,Copa del Rey,last 16,2014-01-08,H,Getafe,CF,90,Left-footed shot,Martín Montoya,secound_half,Martín Montoya,assisted,2014,1,8,3,8,2,1,1
messi,Copa del Rey,last 16,2014-01-08,H,Getafe,,902,Left-footed shot,Alex Song,extra_time,Alex Song,assisted,2014,1,8,3,8,2,1,1
messi,Copa del Rey,last 16,2014-01-16,A,Getafe,CF,43,Right-footed shot,Cristian Tello,first_half,Cristian Tello,assisted,2014,1,16,4,16,3,1,1
messi,Copa del Rey,last 16,2014-01-16,A,Getafe,,63,Left-footed shot,,secound_half,0,solo,2014,1,16,4,16,3,1,1
messi,LaLiga,22,2014-02-01,H,Valencia  ,CF,54,Penalty,,secound_half,0,solo,2014,2,1,6,32,5,1,1
messi,LaLiga,23,2014-02-09,A,Sevilla FC  ,CF,44,Left-footed shot,Pedro,first_half,Pedro,assisted,2014,2,9,7,40,6,1,1
messi,LaLiga,23,2014-02-09,A,Sevilla FC  ,,56,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2014,2,9,7,40,6,1,1
messi,Copa del Rey,Semi-Finals,2014-02-12,A,Real Sociedad,CF,26,Solo run,,first_half,0,solo,2014,2,12,3,43,7,1,1
messi,LaLiga,24,2014-02-15,H,Rayo Vallecano  ,CF,36,Left-footed shot,Cesc Fàbregas,first_half,Cesc Fàbregas,assisted,2014,2,15,6,46,7,1,1
messi,LaLiga,24,2014-02-15,H,Rayo Vallecano  ,,68,Left-footed shot,Alexis Sánchez,secound_half,Alexis Sánchez,assisted,2014,2,15,6,46,7,1,1
messi,Champions League,last 16,2014-02-18,A,Man City,CF,54,Penalty,,secound_half,0,solo,2014,2,18,2,49,8,1,1
messi,LaLiga,25,2014-02-22,A,Real Sociedad  ,CF,36,Left-footed shot,Martín Montoya,first_half,Martín Montoya,assisted,2014,2,22,6,53,8,1,1
messi,LaLiga,26,2014-03-02,H,UD Almería  ,CF,24,Direct free kick,,first_half,0,solo,2014,3,2,7,61,9,1,1
messi,Champions League,last 16,2014-03-12,H,Man City,CF,67,Left-footed shot,,secound_half,0,solo,2014,3,12,3,71,11,1,1
messi,LaLiga,28,2014-03-16,H,CA Osasuna  ,CF,18,Left-footed shot,Alexis Sánchez,first_half,Alexis Sánchez,assisted,2014,3,16,7,75,11,1,1
messi,LaLiga,28,2014-03-16,H,CA Osasuna  ,,63,Left-footed shot,Andrés Iniesta,secound_half,Andrés Iniesta,assisted,2014,3,16,7,75,11,1,1
messi,LaLiga,28,2014-03-16,H,CA Osasuna  ,,88,Right-footed shot,Dani Alves,secound_half,Dani Alves,assisted,2014,3,16,7,75,11,1,1
messi,LaLiga,29,2014-03-23,A,Real Madrid  ,CF,42,Left-footed shot,Neymar,first_half,Neymar,assisted,2014,3,23,7,82,12,1,1
messi,LaLiga,29,2014-03-23,A,Real Madrid  ,,65,Penalty,,secound_half,0,solo,2014,3,23,7,82,12,1,1
messi,LaLiga,29,2014-03-23,A,Real Madrid  ,,84,Penalty,,secound_half,0,solo,2014,3,23,7,82,12,1,1
messi,LaLiga,30,2014-03-26,H,Celta de Vigo  ,CF,30,Right-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2014,3,26,3,85,13,1,1
messi,LaLiga,31,2014-03-29,A,Espanyol  ,CF,77,Penalty,,secound_half,0,solo,2014,3,29,6,88,13,1,1
messi,LaLiga,32,2014-04-05,H,Real Betis  ,CF,15,Penalty,,first_half,0,solo,2014,4,5,6,95,14,2,1
messi,LaLiga,32,2014-04-05,H,Real Betis  ,,86,Penalty rebound,Antonio Amaya,secound_half,Antonio Amaya,assisted,2014,4,5,6,95,14,2,1
messi,LaLiga,34,2014-04-20,H,Athletic  ,CF,74,Direct free kick,,secound_half,0,solo,2014,4,20,7,110,16,2,1
messi,LaLiga,35,2014-04-27,A,Villarreal  ,CF,83,Right-footed shot,Cesc Fàbregas,secound_half,Cesc Fàbregas,assisted,2014,4,27,7,117,17,2,1
messi,LaLiga,36,2014-05-03,H,Getafe  ,CF,23,Left-footed shot,Dani Alves,first_half,Dani Alves,assisted,2014,5,3,6,123,18,2,1
messi,LaLiga,1,2014-08-24,H,Elche CF  ,CF,42,Left-footed shot,Sergio Busquets,first_half,Sergio Busquets,assisted,2014,8,24,7,236,34,3,1
messi,LaLiga,1,2014-08-24,H,Elche CF  ,,64,Left-footed shot,,secound_half,0,solo,2014,8,24,7,236,34,3,1
messi,LaLiga,4,2014-09-21,A,Levante  ,CF,77,Right-footed shot,,secound_half,0,solo,2014,9,21,7,264,38,3,1
messi,LaLiga,6,2014-09-27,H,Granada CF  ,CF,62,Header,Dani Alves,secound_half,Dani Alves,assisted,2014,9,27,6,270,39,3,1
messi,LaLiga,6,2014-09-27,H,Granada CF  ,,82,Right-footed shot,,secound_half,0,solo,2014,9,27,6,270,39,3,1
messi,Champions League,Group Stage,2014-09-30,A,Paris SG,RW,12,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2014,9,30,2,273,40,3,1
messi,LaLiga,7,2014-10-04,A,Rayo Vallecano  ,CF,35,Left-footed shot,Gerard Piqué,first_half,Gerard Piqué,assisted,2014,10,4,6,277,40,4,1
messi,LaLiga,8,2014-10-18,H,SD Eibar  ,CF,74,Left-footed shot,Neymar,secound_half,Neymar,assisted,2014,10,18,6,291,42,4,1
messi,Champions League,Group Stage,2014-10-21,H,Ajax,CF,24,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2014,10,21,2,294,43,4,1
messi,Champions League,Group Stage,2014-11-05,A,Ajax,RW,36,Header,Marc Bartra,first_half,Marc Bartra,assisted,2014,11,5,3,309,45,4,1
messi,Champions League,Group Stage,2014-11-05,A,Ajax,,76,Left-footed shot,Pedro,secound_half,Pedro,assisted,2014,11,5,3,309,45,4,1
messi,LaLiga,12,2014-11-22,H,Sevilla FC  ,RW,21,Direct free kick,,first_half,0,solo,2014,11,22,6,326,47,4,1
messi,LaLiga,12,2014-11-22,H,Sevilla FC  ,,73,Tap-in,Neymar,secound_half,Neymar,assisted,2014,11,22,6,326,47,4,1
messi,LaLiga,12,2014-11-22,H,Sevilla FC  ,,78,Left-footed shot,Neymar,secound_half,Neymar,assisted,2014,11,22,6,326,47,4,1
messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,CF ,38,Right-footed shot,Rafinha,first_half,Rafinha,assisted,2014,11,25,2,329,48,4,1
messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,,58,Right-footed shot,Dani Alves,secound_half,Dani Alves,assisted,2014,11,25,2,329,48,4,1
messi,Champions League,Group Stage,2014-11-25,A,APOEL Nicosia,,87,Right-footed shot,Pedro,secound_half,Pedro,assisted,2014,11,25,2,329,48,4,1
messi,LaLiga,14,2014-12-07,H,Espanyol  ,RW,451,Left-footed shot,Xavi,extra_time,Xavi,assisted,2014,12,7,7,341,49,4,1
messi,LaLiga,14,2014-12-07,H,Espanyol  ,,50,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2014,12,7,7,341,49,4,1
messi,LaLiga,14,2014-12-07,H,Espanyol  ,,81,Right-footed shot,Pedro,secound_half,Pedro,assisted,2014,12,7,7,341,49,4,1
messi,Champions League,Group Stage,2014-12-10,H,Paris SG,AM,19,Right-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2014,12,10,3,344,50,4,1
messi,LaLiga,16,2014-12-20,H,Córdoba CF  ,RW,82,Right-footed shot,,secound_half,0,solo,2014,12,20,6,354,51,4,1
messi,LaLiga,16,2014-12-20,H,Córdoba CF  ,,90,Right-footed shot,,secound_half,0,solo,2014,12,20,6,354,51,4,1
messi,Copa del Rey,last 16,2015-01-08,H,Elche CF,RW ,45,Penalty,,first_half,0,solo,2015,1,8,4,8,2,1,1
messi,LaLiga,18,2015-01-11,H,Atlético Madrid  ,RW,87,Left-footed shot,,secound_half,0,solo,2015,1,11,7,11,2,1,1
messi,LaLiga,19,2015-01-18,A,Dep. La Coruña  ,RW,11,Header,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2015,1,18,7,18,3,1,1
messi,LaLiga,19,2015-01-18,A,Dep. La Coruña  ,,33,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2015,1,18,7,18,3,1,1
messi,LaLiga,19,2015-01-18,A,Dep. La Coruña  ,,62,Left-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2015,1,18,7,18,3,1,1
messi,Copa del Rey,Quarter-Finals,2015-01-21,H,Atlético Madrid,RW ,85,Penalty rebound,,secound_half,0,solo,2015,1,21,3,21,4,1,1
messi,LaLiga,20,2015-01-24,A,Elche CF  ,CF,55,Penalty,,secound_half,0,solo,2015,1,24,6,24,4,1,1
messi,LaLiga,20,2015-01-24,A,Elche CF  ,,88,Left-footed shot,Marc Bartra,secound_half,Marc Bartra,assisted,2015,1,24,6,24,4,1,1
messi,LaLiga,21,2015-02-01,H,Villarreal  ,RW,55,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2015,2,1,7,32,5,1,1
messi,LaLiga,22,2015-02-08,A,Athletic  ,RW,15,Direct free kick,,first_half,0,solo,2015,2,8,7,39,6,1,1
messi,Copa del Rey,Semi-Finals,2015-02-11,H,Villarreal,RW,41,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2015,2,11,3,42,7,1,1
messi,LaLiga,23,2015-02-15,H,Levante  ,CF,38,Right-footed shot,Marc Bartra,first_half,Marc Bartra,assisted,2015,2,15,7,46,7,1,1
messi,LaLiga,23,2015-02-15,H,Levante  ,,59,Right-footed shot,Pedro,secound_half,Pedro,assisted,2015,2,15,7,46,7,1,1
messi,LaLiga,23,2015-02-15,H,Levante  ,,65,Penalty,,secound_half,0,solo,2015,2,15,7,46,7,1,1
messi,LaLiga,25,2015-02-28,A,Granada CF  ,RW,70,Right-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2015,2,28,6,59,9,1,1
messi,LaLiga,26,2015-03-08,H,Rayo Vallecano  ,RW,56,Penalty,,secound_half,0,solo,2015,3,8,7,67,10,1,1
messi,LaLiga,26,2015-03-08,H,Rayo Vallecano  ,,63,Tap-in,,secound_half,0,solo,2015,3,8,7,67,10,1,1
messi,LaLiga,26,2015-03-08,H,Rayo Vallecano  ,,68,Left-footed shot,Pedro,secound_half,Pedro,assisted,2015,3,8,7,67,10,1,1
messi,LaLiga,27,2015-03-14,A,SD Eibar  ,RW ,31,Penalty,,first_half,0,solo,2015,3,14,6,73,11,1,1
messi,LaLiga,27,2015-03-14,A,SD Eibar  ,,55,Header,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2015,3,14,6,73,11,1,1
messi,LaLiga,30,2015-04-08,H,UD Almería  ,RW,33,Left-footed shot,Marc Bartra,first_half,Marc Bartra,assisted,2015,4,8,3,98,15,2,1
messi,LaLiga,31,2015-04-11,A,Sevilla FC  ,RW,15,Left-footed shot,Neymar,first_half,Neymar,assisted,2015,4,11,6,101,15,2,1
messi,LaLiga,32,2015-04-18,H,Valencia  ,RW,904,Left-footed shot,,extra_time,0,solo,2015,4,18,6,108,16,2,1
messi,LaLiga,33,2015-04-25,A,Espanyol  ,RW,25,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2015,4,25,6,115,17,2,1
messi,LaLiga,34,2015-04-28,H,Getafe  ,RW,9,Penalty,,first_half,0,solo,2015,4,28,2,118,18,2,1
messi,LaLiga,34,2015-04-28,H,Getafe  ,,47,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2015,4,28,2,118,18,2,1
messi,LaLiga,35,2015-05-02,A,Córdoba CF  ,RW,47,Header,Dani Alves,secound_half,Dani Alves,assisted,2015,5,2,6,122,18,2,1
messi,LaLiga,35,2015-05-02,A,Córdoba CF  ,,80,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2015,5,2,6,122,18,2,1
messi,Champions League,Semi-Finals,2015-05-06,H,Bayern Munich ,RW,77,Left-footed shot,Dani Alves,secound_half,Dani Alves,assisted,2015,5,6,3,126,19,2,1
messi,Champions League,Semi-Finals,2015-05-06,H,Bayern Munich ,,80,Right-footed shot,Ivan Rakitic,secound_half,Ivan Rakitic,assisted,2015,5,6,3,126,19,2,1
messi,LaLiga,37,2015-05-17,A,Atlético Madrid  ,RW,65,Left-footed shot,Pedro,secound_half,Pedro,assisted,2015,5,17,7,137,20,2,1
messi,LaLiga,38,2015-05-23,H,Dep. La Coruña  ,RW,5,Header,Rafinha,first_half,Rafinha,assisted,2015,5,23,6,143,21,2,1
messi,LaLiga,38,2015-05-23,H,Dep. La Coruña  ,,59,Right-footed shot,Neymar,secound_half,Neymar,assisted,2015,5,23,6,143,21,2,1
messi,Copa del Rey,Final,2015-05-30,A,Athletic,RW,20,Solo run,,first_half,0,solo,2015,5,30,6,150,22,2,1
messi,Copa del Rey,Final,2015-05-30,A,Athletic,,74,Left-footed shot,Dani Alves,secound_half,Dani Alves,assisted,2015,5,30,6,150,22,2,1
messi,UEFA Super Cup,Final,2015-08-11,H,Sevilla FC,RW,7,Direct free kick,,first_half,0,solo,2015,8,11,2,223,33,3,1
messi,UEFA Super Cup,Final,2015-08-11,H,Sevilla FC,,16,Direct free kick,,first_half,0,solo,2015,8,11,2,223,33,3,1
messi,Supercopa,final,2015-08-17,H,Athletic,RW,43,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2015,8,17,1,229,34,3,1
messi,LaLiga,3,2015-09-12,A,Atlético Madrid  ,RW,77,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2015,9,12,6,255,37,3,1
messi,LaLiga,4,2015-09-20,H,Levante  ,AM ,61,Penalty,,secound_half,0,solo,2015,9,20,7,263,38,3,1
messi,LaLiga,4,2015-09-20,H,Levante  ,,90,Left-footed shot,Marc Bartra,secound_half,Marc Bartra,assisted,2015,9,20,7,263,38,3,1
messi,Champions League,Group Stage,2015-11-24,H,AS Roma,RW ,18,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2015,11,24,2,328,48,4,1
messi,Champions League,Group Stage,2015-11-24,H,AS Roma,,60,Tap-in,,secound_half,0,solo,2015,11,24,2,328,48,4,1
messi,LaLiga,13,2015-11-28,H,Real Sociedad  ,RW,901,Left-footed shot,Neymar,extra_time,Neymar,assisted,2015,11,28,6,332,48,4,1
messi,Champions League,Group Stage,2015-12-09,A,Bay. Leverkusen,CF ,20,Right-footed shot,Ivan Rakitic,first_half,Ivan Rakitic,assisted,2015,12,9,3,343,50,4,1
messi,LaLiga,15,2015-12-12,H,Dep. La Coruña  ,RW,39,Direct free kick,,first_half,0,solo,2015,12,12,6,346,50,4,1
messi,Club World Cup,Final,2015-12-20,A,River Plate,RW,36,Left-footed shot,Neymar,first_half,Neymar,assisted,2015,12,20,7,354,51,4,1
messi,LaLiga,17,2015-12-30,H,Real Betis  ,RW ,33,Right-footed shot,Neymar,first_half,Neymar,assisted,2015,12,30,3,364,53,4,1
messi,Copa del Rey,last 16,2016-01-06,H,Espanyol,RW,13,Left-footed shot,Andrés Iniesta,first_half,Andrés Iniesta,assisted,2016,1,6,3,6,1,1,1
messi,Copa del Rey,last 16,2016-01-06,H,Espanyol,,44,Direct free kick,,first_half,0,solo,2016,1,6,3,6,1,1,1
messi,LaLiga,19,2016-01-09,H,Granada CF  ,RW ,8,Left-footed shot,Arda Turan,first_half,Arda Turan,assisted,2016,1,9,6,9,1,1,1
messi,LaLiga,19,2016-01-09,H,Granada CF  ,,14,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2016,1,9,6,9,1,1,1
messi,LaLiga,19,2016-01-09,H,Granada CF  ,,58,Tap-in,,secound_half,0,solo,2016,1,9,6,9,1,1,1
messi,LaLiga,20,2016-01-17,H,Athletic  ,RW,7,Penalty,,first_half,0,solo,2016,1,17,7,17,2,1,1
messi,LaLiga,21,2016-01-23,A,Málaga CF  ,RW,51,Left-footed shot,Adriano,secound_half,Adriano,assisted,2016,1,23,6,23,3,1,1
messi,LaLiga,22,2016-01-30,H,Atlético Madrid  ,RW,30,Left-footed shot,Jordi Alba,first_half,Jordi Alba,assisted,2016,1,30,6,30,4,1,1
messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,RW,29,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,2,3,3,34,5,1,1
messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,,59,Left-footed shot,Luis Suárez,secound_half,Luis Suárez,assisted,2016,2,3,3,34,5,1,1
messi,Copa del Rey,Semi-Finals,2016-02-03,H,Valencia,,74,Left-footed shot,,secound_half,0,solo,2016,2,3,3,34,5,1,1
messi,LaLiga,24,2016-02-14,H,Celta de Vigo  ,RW,28,Direct free kick,,first_half,0,solo,2016,2,14,7,45,6,1,1
messi,LaLiga,16,2016-02-17,A,Sporting Gijón  ,RW ,25,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2016,2,17,3,48,7,1,1
messi,LaLiga,16,2016-02-17,A,Sporting Gijón  ,,31,Left-footed shot,Luis Suárez,first_half,Luis Suárez,assisted,2016,2,17,3,48,7,1,1
messi,Champions League,last 16,2016-02-23,A,Arsenal,RW,71,Left-footed shot,Neymar,secound_half,Neymar,assisted,2016,2,23,2,54,8,1,1
messi,Champions League,last 16,2016-02-23,A,Arsenal,,83,Penalty,,secound_half,0,solo,2016,2,23,2,54,8,1,1
messi,LaLiga,26,2016-02-28,H,Sevilla FC  ,RW ,31,Direct free kick,,first_half,0,solo,2016,2,28,7,59,8,1,1
messi,LaLiga,27,2016-03-03,A,Rayo Vallecano  ,RW,23,Left-footed shot,Neymar,first_half,Neymar,assisted,2016,3,3,4,63,9,1,1
